Instance 1 | Big:
Plants:
1.- Max distribution: 1747
-Send cost:
11.- Max manage: 309 | Operation cost: 1202
-Send cost:
      -Zone 1: 922
      -Zone 2: 602
      -Zone 3: 776
      -Zone 4: 391
      -Zone 5: 850
      -Zone 6: 406
      -Zone 7: 499
      -Zone 8: 113
      -Zone 9: 467
      -Zone 10: 890
      -Zone 11: 555
      -Zone 12: 531
      -Zone 13: 911
      -Zone 14: 986
      -Zone 15: 323
      -Zone 16: 628
      -Zone 17: 781
      -Zone 18: 318
      -Zone 19: 503
      -Zone 20: 449
      -Zone 21: 335
      -Zone 22: 396
      -Zone 23: 994
      -Zone 24: 326
      -Zone 25: 220
      -Zone 26: 332
      -Zone 27: 408
      -Zone 28: 397
      -Zone 29: 515
      -Zone 30: 364
      -Zone 31: 933
      -Zone 32: 960
      -Zone 33: 212
      -Zone 34: 137
      -Zone 35: 848
      -Zone 36: 146
      -Zone 37: 278
      -Zone 38: 327
      -Zone 39: 108
12.- Max manage: 557 | Operation cost: 748
-Send cost:
      -Zone 1: 172
      -Zone 2: 794
      -Zone 3: 395
      -Zone 4: 267
      -Zone 5: 958
      -Zone 6: 142
      -Zone 7: 647
      -Zone 8: 885
      -Zone 9: 256
      -Zone 10: 821
      -Zone 11: 238
      -Zone 12: 407
      -Zone 13: 742
      -Zone 14: 141
      -Zone 15: 719
      -Zone 16: 397
      -Zone 17: 178
      -Zone 18: 851
      -Zone 19: 338
      -Zone 20: 177
      -Zone 21: 429
      -Zone 22: 463
      -Zone 23: 429
      -Zone 24: 213
      -Zone 25: 149
      -Zone 26: 773
      -Zone 27: 718
      -Zone 28: 393
      -Zone 29: 100
      -Zone 30: 886
      -Zone 31: 328
      -Zone 32: 798
      -Zone 33: 333
      -Zone 34: 970
      -Zone 35: 559
      -Zone 36: 828
      -Zone 37: 491
      -Zone 38: 306
      -Zone 39: 637
13.- Max manage: 616 | Operation cost: 657
-Send cost:
      -Zone 1: 733
      -Zone 2: 298
      -Zone 3: 916
      -Zone 4: 749
      -Zone 5: 153
      -Zone 6: 993
      -Zone 7: 626
      -Zone 8: 414
      -Zone 9: 452
      -Zone 10: 479
      -Zone 11: 208
      -Zone 12: 894
      -Zone 13: 602
      -Zone 14: 233
      -Zone 15: 455
      -Zone 16: 167
      -Zone 17: 449
      -Zone 18: 850
      -Zone 19: 185
      -Zone 20: 989
      -Zone 21: 213
      -Zone 22: 685
      -Zone 23: 873
      -Zone 24: 794
      -Zone 25: 833
      -Zone 26: 856
      -Zone 27: 310
      -Zone 28: 666
      -Zone 29: 101
      -Zone 30: 504
      -Zone 31: 696
      -Zone 32: 303
      -Zone 33: 907
      -Zone 34: 134
      -Zone 35: 770
      -Zone 36: 956
      -Zone 37: 612
      -Zone 38: 960
      -Zone 39: 305
14.- Max manage: 592 | Operation cost: 777
-Send cost:
      -Zone 1: 410
      -Zone 2: 806
      -Zone 3: 786
      -Zone 4: 327
      -Zone 5: 834
      -Zone 6: 324
      -Zone 7: 328
      -Zone 8: 391
      -Zone 9: 532
      -Zone 10: 573
      -Zone 11: 174
      -Zone 12: 412
      -Zone 13: 911
      -Zone 14: 255
      -Zone 15: 509
      -Zone 16: 541
      -Zone 17: 934
      -Zone 18: 244
      -Zone 19: 898
      -Zone 20: 754
      -Zone 21: 949
      -Zone 22: 793
      -Zone 23: 215
      -Zone 24: 829
      -Zone 25: 943
      -Zone 26: 609
      -Zone 27: 974
      -Zone 28: 344
      -Zone 29: 584
      -Zone 30: 822
      -Zone 31: 887
      -Zone 32: 175
      -Zone 33: 203
      -Zone 34: 359
      -Zone 35: 844
      -Zone 36: 394
      -Zone 37: 391
      -Zone 38: 135
      -Zone 39: 151
15.- Max manage: 983 | Operation cost: 1253
-Send cost:
      -Zone 1: 994
      -Zone 2: 483
      -Zone 3: 701
      -Zone 4: 808
      -Zone 5: 629
      -Zone 6: 782
      -Zone 7: 618
      -Zone 8: 809
      -Zone 9: 327
      -Zone 10: 356
      -Zone 11: 487
      -Zone 12: 754
      -Zone 13: 179
      -Zone 14: 343
      -Zone 15: 355
      -Zone 16: 600
      -Zone 17: 140
      -Zone 18: 339
      -Zone 19: 640
      -Zone 20: 676
      -Zone 21: 923
      -Zone 22: 362
      -Zone 23: 931
      -Zone 24: 232
      -Zone 25: 966
      -Zone 26: 365
      -Zone 27: 829
      -Zone 28: 746
      -Zone 29: 627
      -Zone 30: 597
      -Zone 31: 361
      -Zone 32: 544
      -Zone 33: 601
      -Zone 34: 318
      -Zone 35: 443
      -Zone 36: 774
      -Zone 37: 202
      -Zone 38: 693
      -Zone 39: 785
16.- Max manage: 726 | Operation cost: 1131
-Send cost:
      -Zone 1: 610
      -Zone 2: 760
      -Zone 3: 852
      -Zone 4: 866
      -Zone 5: 605
      -Zone 6: 247
      -Zone 7: 819
      -Zone 8: 403
      -Zone 9: 714
      -Zone 10: 541
      -Zone 11: 279
      -Zone 12: 939
      -Zone 13: 458
      -Zone 14: 384
      -Zone 15: 617
      -Zone 16: 794
      -Zone 17: 174
      -Zone 18: 975
      -Zone 19: 537
      -Zone 20: 482
      -Zone 21: 337
      -Zone 22: 515
      -Zone 23: 505
      -Zone 24: 449
      -Zone 25: 192
      -Zone 26: 934
      -Zone 27: 261
      -Zone 28: 697
      -Zone 29: 125
      -Zone 30: 312
      -Zone 31: 535
      -Zone 32: 253
      -Zone 33: 929
      -Zone 34: 648
      -Zone 35: 658
      -Zone 36: 399
      -Zone 37: 430
      -Zone 38: 445
      -Zone 39: 758
17.- Max manage: 992 | Operation cost: 1390
-Send cost:
      -Zone 1: 438
      -Zone 2: 162
      -Zone 3: 154
      -Zone 4: 128
      -Zone 5: 946
      -Zone 6: 337
      -Zone 7: 926
      -Zone 8: 189
      -Zone 9: 514
      -Zone 10: 910
      -Zone 11: 542
      -Zone 12: 201
      -Zone 13: 338
      -Zone 14: 774
      -Zone 15: 804
      -Zone 16: 493
      -Zone 17: 336
      -Zone 18: 268
      -Zone 19: 622
      -Zone 20: 876
      -Zone 21: 412
      -Zone 22: 434
      -Zone 23: 288
      -Zone 24: 669
      -Zone 25: 483
      -Zone 26: 529
      -Zone 27: 748
      -Zone 28: 633
      -Zone 29: 843
      -Zone 30: 110
      -Zone 31: 526
      -Zone 32: 744
      -Zone 33: 157
      -Zone 34: 763
      -Zone 35: 108
      -Zone 36: 346
      -Zone 37: 357
      -Zone 38: 519
      -Zone 39: 984
18.- Max manage: 616 | Operation cost: 1479
-Send cost:
      -Zone 1: 663
      -Zone 2: 283
      -Zone 3: 713
      -Zone 4: 448
      -Zone 5: 825
      -Zone 6: 398
      -Zone 7: 836
      -Zone 8: 407
      -Zone 9: 170
      -Zone 10: 702
      -Zone 11: 982
      -Zone 12: 575
      -Zone 13: 804
      -Zone 14: 505
      -Zone 15: 920
      -Zone 16: 190
      -Zone 17: 571
      -Zone 18: 160
      -Zone 19: 417
      -Zone 20: 917
      -Zone 21: 526
      -Zone 22: 586
      -Zone 23: 684
      -Zone 24: 313
      -Zone 25: 941
      -Zone 26: 921
      -Zone 27: 469
      -Zone 28: 726
      -Zone 29: 330
      -Zone 30: 153
      -Zone 31: 258
      -Zone 32: 956
      -Zone 33: 652
      -Zone 34: 975
      -Zone 35: 760
      -Zone 36: 452
      -Zone 37: 968
      -Zone 38: 831
      -Zone 39: 985
19.- Max manage: 525 | Operation cost: 1373
-Send cost:
      -Zone 1: 439
      -Zone 2: 359
      -Zone 3: 112
      -Zone 4: 666
      -Zone 5: 909
      -Zone 6: 858
      -Zone 7: 103
      -Zone 8: 581
      -Zone 9: 550
      -Zone 10: 725
      -Zone 11: 874
      -Zone 12: 899
      -Zone 13: 310
      -Zone 14: 665
      -Zone 15: 432
      -Zone 16: 542
      -Zone 17: 569
      -Zone 18: 563
      -Zone 19: 844
      -Zone 20: 788
      -Zone 21: 391
      -Zone 22: 592
      -Zone 23: 640
      -Zone 24: 692
      -Zone 25: 782
      -Zone 26: 649
      -Zone 27: 614
      -Zone 28: 669
      -Zone 29: 115
      -Zone 30: 336
      -Zone 31: 665
      -Zone 32: 561
      -Zone 33: 464
      -Zone 34: 796
      -Zone 35: 911
      -Zone 36: 860
      -Zone 37: 248
      -Zone 38: 814
      -Zone 39: 897
20.- Max manage: 779 | Operation cost: 809
-Send cost:
      -Zone 1: 897
      -Zone 2: 150
      -Zone 3: 458
      -Zone 4: 629
      -Zone 5: 544
      -Zone 6: 166
      -Zone 7: 641
      -Zone 8: 625
      -Zone 9: 289
      -Zone 10: 639
      -Zone 11: 660
      -Zone 12: 484
      -Zone 13: 510
      -Zone 14: 714
      -Zone 15: 672
      -Zone 16: 706
      -Zone 17: 862
      -Zone 18: 790
      -Zone 19: 613
      -Zone 20: 271
      -Zone 21: 901
      -Zone 22: 190
      -Zone 23: 960
      -Zone 24: 355
      -Zone 25: 156
      -Zone 26: 443
      -Zone 27: 710
      -Zone 28: 951
      -Zone 29: 476
      -Zone 30: 844
      -Zone 31: 583
      -Zone 32: 827
      -Zone 33: 794
      -Zone 34: 751
      -Zone 35: 280
      -Zone 36: 940
      -Zone 37: 935
      -Zone 38: 817
      -Zone 39: 690
21.- Max manage: 663 | Operation cost: 1038
-Send cost:
      -Zone 1: 352
      -Zone 2: 987
      -Zone 3: 910
      -Zone 4: 326
      -Zone 5: 721
      -Zone 6: 789
      -Zone 7: 664
      -Zone 8: 815
      -Zone 9: 969
      -Zone 10: 143
      -Zone 11: 439
      -Zone 12: 323
      -Zone 13: 836
      -Zone 14: 605
      -Zone 15: 116
      -Zone 16: 210
      -Zone 17: 624
      -Zone 18: 386
      -Zone 19: 896
      -Zone 20: 573
      -Zone 21: 685
      -Zone 22: 158
      -Zone 23: 127
      -Zone 24: 568
      -Zone 25: 186
      -Zone 26: 183
      -Zone 27: 867
      -Zone 28: 384
      -Zone 29: 256
      -Zone 30: 584
      -Zone 31: 568
      -Zone 32: 541
      -Zone 33: 722
      -Zone 34: 570
      -Zone 35: 121
      -Zone 36: 790
      -Zone 37: 454
      -Zone 38: 685
      -Zone 39: 577
22.- Max manage: 405 | Operation cost: 1047
-Send cost:
      -Zone 1: 769
      -Zone 2: 785
      -Zone 3: 962
      -Zone 4: 786
      -Zone 5: 679
      -Zone 6: 360
      -Zone 7: 384
      -Zone 8: 109
      -Zone 9: 406
      -Zone 10: 761
      -Zone 11: 617
      -Zone 12: 879
      -Zone 13: 647
      -Zone 14: 281
      -Zone 15: 569
      -Zone 16: 455
      -Zone 17: 533
      -Zone 18: 231
      -Zone 19: 811
      -Zone 20: 424
      -Zone 21: 808
      -Zone 22: 904
      -Zone 23: 559
      -Zone 24: 188
      -Zone 25: 698
      -Zone 26: 767
      -Zone 27: 481
      -Zone 28: 303
      -Zone 29: 137
      -Zone 30: 851
      -Zone 31: 357
      -Zone 32: 424
      -Zone 33: 841
      -Zone 34: 956
      -Zone 35: 796
      -Zone 36: 993
      -Zone 37: 524
      -Zone 38: 560
      -Zone 39: 141
23.- Max manage: 494 | Operation cost: 778
-Send cost:
      -Zone 1: 288
      -Zone 2: 482
      -Zone 3: 558
      -Zone 4: 483
      -Zone 5: 404
      -Zone 6: 342
      -Zone 7: 822
      -Zone 8: 991
      -Zone 9: 142
      -Zone 10: 440
      -Zone 11: 682
      -Zone 12: 290
      -Zone 13: 910
      -Zone 14: 882
      -Zone 15: 785
      -Zone 16: 247
      -Zone 17: 963
      -Zone 18: 342
      -Zone 19: 269
      -Zone 20: 216
      -Zone 21: 244
      -Zone 22: 716
      -Zone 23: 260
      -Zone 24: 318
      -Zone 25: 381
      -Zone 26: 334
      -Zone 27: 134
      -Zone 28: 935
      -Zone 29: 968
      -Zone 30: 646
      -Zone 31: 562
      -Zone 32: 527
      -Zone 33: 918
      -Zone 34: 624
      -Zone 35: 631
      -Zone 36: 946
      -Zone 37: 295
      -Zone 38: 857
      -Zone 39: 261
24.- Max manage: 303 | Operation cost: 1216
-Send cost:
      -Zone 1: 148
      -Zone 2: 428
      -Zone 3: 317
      -Zone 4: 680
      -Zone 5: 571
      -Zone 6: 851
      -Zone 7: 749
      -Zone 8: 294
      -Zone 9: 760
      -Zone 10: 188
      -Zone 11: 728
      -Zone 12: 525
      -Zone 13: 848
      -Zone 14: 805
      -Zone 15: 650
      -Zone 16: 983
      -Zone 17: 422
      -Zone 18: 457
      -Zone 19: 519
      -Zone 20: 274
      -Zone 21: 720
      -Zone 22: 818
      -Zone 23: 782
      -Zone 24: 976
      -Zone 25: 292
      -Zone 26: 718
      -Zone 27: 769
      -Zone 28: 484
      -Zone 29: 264
      -Zone 30: 751
      -Zone 31: 375
      -Zone 32: 528
      -Zone 33: 624
      -Zone 34: 128
      -Zone 35: 436
      -Zone 36: 118
      -Zone 37: 125
      -Zone 38: 719
      -Zone 39: 485
25.- Max manage: 130 | Operation cost: 641
-Send cost:
      -Zone 1: 930
      -Zone 2: 795
      -Zone 3: 352
      -Zone 4: 397
      -Zone 5: 558
      -Zone 6: 496
      -Zone 7: 152
      -Zone 8: 958
      -Zone 9: 373
      -Zone 10: 356
      -Zone 11: 287
      -Zone 12: 926
      -Zone 13: 420
      -Zone 14: 615
      -Zone 15: 918
      -Zone 16: 721
      -Zone 17: 240
      -Zone 18: 123
      -Zone 19: 996
      -Zone 20: 956
      -Zone 21: 713
      -Zone 22: 153
      -Zone 23: 856
      -Zone 24: 735
      -Zone 25: 407
      -Zone 26: 303
      -Zone 27: 901
      -Zone 28: 905
      -Zone 29: 201
      -Zone 30: 766
      -Zone 31: 269
      -Zone 32: 269
      -Zone 33: 433
      -Zone 34: 500
      -Zone 35: 431
      -Zone 36: 293
      -Zone 37: 514
      -Zone 38: 579
      -Zone 39: 858
26.- Max manage: 374 | Operation cost: 1009
-Send cost:
      -Zone 1: 412
      -Zone 2: 574
      -Zone 3: 758
      -Zone 4: 169
      -Zone 5: 743
      -Zone 6: 594
      -Zone 7: 240
      -Zone 8: 791
      -Zone 9: 627
      -Zone 10: 580
      -Zone 11: 305
      -Zone 12: 283
      -Zone 13: 582
      -Zone 14: 474
      -Zone 15: 100
      -Zone 16: 179
      -Zone 17: 140
      -Zone 18: 773
      -Zone 19: 244
      -Zone 20: 496
      -Zone 21: 555
      -Zone 22: 214
      -Zone 23: 484
      -Zone 24: 952
      -Zone 25: 444
      -Zone 26: 974
      -Zone 27: 729
      -Zone 28: 406
      -Zone 29: 418
      -Zone 30: 197
      -Zone 31: 334
      -Zone 32: 312
      -Zone 33: 601
      -Zone 34: 470
      -Zone 35: 292
      -Zone 36: 204
      -Zone 37: 945
      -Zone 38: 807
      -Zone 39: 305
27.- Max manage: 149 | Operation cost: 823
-Send cost:
      -Zone 1: 809
      -Zone 2: 928
      -Zone 3: 303
      -Zone 4: 481
      -Zone 5: 647
      -Zone 6: 452
      -Zone 7: 592
      -Zone 8: 378
      -Zone 9: 986
      -Zone 10: 495
      -Zone 11: 578
      -Zone 12: 426
      -Zone 13: 330
      -Zone 14: 256
      -Zone 15: 287
      -Zone 16: 687
      -Zone 17: 798
      -Zone 18: 254
      -Zone 19: 784
      -Zone 20: 523
      -Zone 21: 695
      -Zone 22: 726
      -Zone 23: 324
      -Zone 24: 326
      -Zone 25: 500
      -Zone 26: 696
      -Zone 27: 820
      -Zone 28: 699
      -Zone 29: 542
      -Zone 30: 741
      -Zone 31: 986
      -Zone 32: 610
      -Zone 33: 710
      -Zone 34: 426
      -Zone 35: 734
      -Zone 36: 864
      -Zone 37: 615
      -Zone 38: 800
      -Zone 39: 603
28.- Max manage: 931 | Operation cost: 698
-Send cost:
      -Zone 1: 549
      -Zone 2: 345
      -Zone 3: 415
      -Zone 4: 600
      -Zone 5: 305
      -Zone 6: 753
      -Zone 7: 356
      -Zone 8: 112
      -Zone 9: 761
      -Zone 10: 702
      -Zone 11: 654
      -Zone 12: 171
      -Zone 13: 838
      -Zone 14: 573
      -Zone 15: 291
      -Zone 16: 282
      -Zone 17: 156
      -Zone 18: 117
      -Zone 19: 870
      -Zone 20: 657
      -Zone 21: 160
      -Zone 22: 996
      -Zone 23: 889
      -Zone 24: 524
      -Zone 25: 176
      -Zone 26: 893
      -Zone 27: 200
      -Zone 28: 740
      -Zone 29: 644
      -Zone 30: 185
      -Zone 31: 440
      -Zone 32: 300
      -Zone 33: 237
      -Zone 34: 718
      -Zone 35: 351
      -Zone 36: 794
      -Zone 37: 842
      -Zone 38: 348
      -Zone 39: 556
29.- Max manage: 477 | Operation cost: 607
-Send cost:
      -Zone 1: 473
      -Zone 2: 422
      -Zone 3: 997
      -Zone 4: 901
      -Zone 5: 559
      -Zone 6: 540
      -Zone 7: 910
      -Zone 8: 829
      -Zone 9: 928
      -Zone 10: 696
      -Zone 11: 197
      -Zone 12: 108
      -Zone 13: 998
      -Zone 14: 685
      -Zone 15: 461
      -Zone 16: 525
      -Zone 17: 280
      -Zone 18: 709
      -Zone 19: 661
      -Zone 20: 734
      -Zone 21: 955
      -Zone 22: 388
      -Zone 23: 423
      -Zone 24: 772
      -Zone 25: 969
      -Zone 26: 602
      -Zone 27: 882
      -Zone 28: 597
      -Zone 29: 870
      -Zone 30: 668
      -Zone 31: 629
      -Zone 32: 398
      -Zone 33: 216
      -Zone 34: 329
      -Zone 35: 837
      -Zone 36: 935
      -Zone 37: 597
      -Zone 38: 185
      -Zone 39: 254
30.- Max manage: 610 | Operation cost: 1292
-Send cost:
      -Zone 1: 780
      -Zone 2: 719
      -Zone 3: 135
      -Zone 4: 836
      -Zone 5: 478
      -Zone 6: 803
      -Zone 7: 859
      -Zone 8: 925
      -Zone 9: 348
      -Zone 10: 945
      -Zone 11: 616
      -Zone 12: 792
      -Zone 13: 364
      -Zone 14: 386
      -Zone 15: 588
      -Zone 16: 303
      -Zone 17: 345
      -Zone 18: 640
      -Zone 19: 146
      -Zone 20: 804
      -Zone 21: 484
      -Zone 22: 503
      -Zone 23: 525
      -Zone 24: 408
      -Zone 25: 411
      -Zone 26: 506
      -Zone 27: 328
      -Zone 28: 747
      -Zone 29: 199
      -Zone 30: 577
      -Zone 31: 993
      -Zone 32: 603
      -Zone 33: 889
      -Zone 34: 791
      -Zone 35: 945
      -Zone 36: 355
      -Zone 37: 485
      -Zone 38: 451
      -Zone 39: 726
